StudentID,Name,AcademicInterest,ExtracurricularActivities,Skills,Location,YearOfStudy,Major,GPA,Languages,ClubMemberships,ResearchInterests
521,Student 521,Biology,Art Club,"Artistic, Leadership, Data Analysis",Houston,Sophomore,History,3.43,"German, Japanese, Chinese, Spanish, English, French","Coding Club, Art Club, Sports Team",Political Science
522,Student 522,Biology,Music Club,Artistic,San Francisco,Sophomore,History,3.57,"English, French, Chinese","Music Club, Art Club, Coding Club, Sports Team, Debate Club",Biomedical Engineering
523,Student 523,Biology,Debate Club,"Data Analysis, Artistic, Programming, Problem Solving, Leadership",Los Angeles,Freshman,Psychology,3.35,"English, Chinese, German, Spanish, Japanese, French","Debate Club, Art Club",Astrophysics
524,Student 524,Biology,Coding Club,Data Analysis,New York,Graduate,Physics,2.55,Chinese,Art Club,Healthcare Management
525,Student 525,Biology,Music Club,"Programming, Problem Solving, Public Speaking",New York,Freshman,Computer Science,3.89,"Japanese, Spanish, Chinese, German, English, French","Art Club, Volunteer Group, Coding Club",Political Science
526,Student 526,Psychology,Volunteer Group,"Public Speaking, Problem Solving",Los Angeles,Junior,Physics,3.72,"Spanish, German","Art Club, Debate Club, Music Club, Sports Team, Coding Club, Volunteer Group",Environmental Sustainability
527,Student 527,Computer Science,Volunteer Group,Programming,Boston,Junior,Physics,3.62,"Chinese, Spanish, English, Japanese, German","Debate Club, Coding Club, Art Club, Volunteer Group, Music Club",Climate Change
528,Student 528,Physics,Sports Team,"Public Speaking, Leadership, Programming, Artistic",Los Angeles,Freshman,Physics,3.58,"French, English, Chinese, Spanish, German, Japanese","Volunteer Group, Coding Club, Sports Team",Data Science
529,Student 529,Biology,Volunteer Group,"Problem Solving, Leadership, Data Analysis, Artistic",New York,Sophomore,Mathematics,3.61,"German, Japanese","Art Club, Sports Team",Natural Language Processing
530,Student 530,Mathematics,Music Club,Problem Solving,Chicago,Freshman,Physics,3.6,"German, Chinese, English, Spanish","Volunteer Group, Sports Team, Music Club, Art Club, Coding Club",Behavioral Economics
531,Student 531,Physics,Debate Club,"Public Speaking, Programming, Problem Solving",Boston,Freshman,Psychology,3.13,"Chinese, German, English, Japanese","Coding Club, Art Club, Music Club, Volunteer Group",Sustainable Agriculture
532,Student 532,Mathematics,Coding Club,"Programming, Problem Solving, Data Analysis, Leadership, Public Speaking",Houston,Freshman,History,3.85,"German, Japanese, Spanish, French","Art Club, Sports Team, Debate Club, Coding Club, Music Club, Volunteer Group",Cybersecurity
533,Student 533,Mathematics,Debate Club,"Leadership, Artistic, Programming, Public Speaking, Problem Solving, Data Analysis",San Francisco,Junior,Computer Science,3.4,"Japanese, German, Chinese","Debate Club, Volunteer Group, Music Club, Art Club",Blockchain Technology
534,Student 534,Biology,Debate Club,"Programming, Artistic, Problem Solving",Chicago,Senior,Computer Science,4.0,"Chinese, French, Spanish, Japanese, German","Volunteer Group, Art Club, Music Club, Sports Team, Coding Club, Debate Club",Political Science
535,Student 535,Psychology,Volunteer Group,Programming,New York,Graduate,History,3.37,"Japanese, Spanish, French, English, Chinese","Volunteer Group, Coding Club",Quantum Computing
536,Student 536,Mathematics,Sports Team,"Artistic, Programming, Public Speaking, Data Analysis, Problem Solving, Leadership",San Francisco,Sophomore,Biology,3.81,"German, English",Sports Team,Cybersecurity
537,Student 537,Computer Science,Debate Club,"Programming, Artistic, Data Analysis, Problem Solving, Public Speaking",San Francisco,Senior,Psychology,2.59,"Japanese, Chinese, German, French","Volunteer Group, Debate Club",Nanotechnology
538,Student 538,Computer Science,Volunteer Group,"Public Speaking, Leadership, Problem Solving",Houston,Sophomore,Physics,2.94,"German, Spanish, Chinese, French, Japanese, English","Art Club, Music Club, Sports Team",Space Exploration
539,Student 539,History,Art Club,"Public Speaking, Leadership, Problem Solving",Los Angeles,Senior,Psychology,3.58,"German, Japanese, Spanish, English","Debate Club, Music Club, Sports Team, Volunteer Group, Coding Club",Urban Planning
540,Student 540,Computer Science,Sports Team,Problem Solving,San Francisco,Graduate,History,3.78,"Chinese, Spanish, Japanese, English",Art Club,Bioinformatics
541,Student 541,Mathematics,Music Club,Problem Solving,Boston,Sophomore,History,2.55,"Chinese, Japanese, French","Sports Team, Coding Club, Music Club, Debate Club, Volunteer Group, Art Club",Human-Computer Interaction
542,Student 542,Psychology,Sports Team,"Programming, Data Analysis, Leadership, Artistic, Public Speaking",Houston,Senior,Mathematics,2.24,English,Art Club,Environmental Sustainability
543,Student 543,Physics,Debate Club,"Data Analysis, Leadership, Public Speaking, Artistic",Boston,Sophomore,Biology,3.39,German,Debate Club,Social Sciences
544,Student 544,Mathematics,Sports Team,"Leadership, Public Speaking, Data Analysis, Artistic",Los Angeles,Senior,Physics,3.84,"English, German, Chinese","Art Club, Coding Club, Sports Team, Music Club, Volunteer Group",Political Science
545,Student 545,Psychology,Coding Club,"Problem Solving, Programming, Data Analysis, Leadership, Public Speaking, Artistic",Houston,Sophomore,Biology,2.36,"Japanese, French, English","Volunteer Group, Music Club, Coding Club, Debate Club, Sports Team",Cybersecurity
546,Student 546,History,Sports Team,"Artistic, Public Speaking, Problem Solving, Data Analysis, Leadership, Programming",Chicago,Junior,Physics,2.37,"French, German","Volunteer Group, Debate Club, Music Club, Sports Team",Quantum Computing
547,Student 547,Mathematics,Sports Team,"Leadership, Data Analysis, Problem Solving, Public Speaking, Artistic, Programming",Houston,Sophomore,Physics,3.31,"German, Spanish","Coding Club, Sports Team",Educational Technology
548,Student 548,Computer Science,Volunteer Group,"Data Analysis, Artistic, Problem Solving",Los Angeles,Junior,Psychology,3.23,"German, English, Spanish, Japanese","Art Club, Sports Team",Artificial Intelligence
549,Student 549,Psychology,Art Club,"Problem Solving, Public Speaking, Artistic",Los Angeles,Senior,Psychology,3.56,"French, English, German, Chinese, Japanese","Debate Club, Sports Team, Volunteer Group, Art Club, Coding Club, Music Club",Climate Change
550,Student 550,Psychology,Music Club,Public Speaking,New York,Graduate,Computer Science,3.78,French,"Music Club, Art Club, Sports Team, Coding Club",Environmental Sustainability
551,Student 551,Biology,Debate Club,Public Speaking,Houston,Senior,History,3.07,"French, English, Chinese","Debate Club, Music Club, Coding Club, Volunteer Group",Social Sciences
552,Student 552,Biology,Debate Club,"Problem Solving, Leadership, Data Analysis, Artistic",San Francisco,Graduate,Mathematics,2.91,"Chinese, French, Japanese, Spanish","Sports Team, Debate Club",Cognitive Psychology
553,Student 553,History,Sports Team,"Data Analysis, Public Speaking, Programming, Problem Solving",Houston,Graduate,Mathematics,3.72,German,"Music Club, Coding Club",Space Exploration
554,Student 554,Mathematics,Debate Club,"Problem Solving, Artistic, Programming",San Francisco,Senior,Physics,3.16,"German, French","Volunteer Group, Coding Club, Music Club, Debate Club",Social Sciences
555,Student 555,History,Music Club,"Problem Solving, Artistic, Programming",Chicago,Sophomore,Computer Science,2.12,"German, Spanish",Debate Club,Machine Learning
556,Student 556,Biology,Debate Club,"Leadership, Programming, Problem Solving",Houston,Freshman,Mathematics,2.54,English,"Music Club, Coding Club, Sports Team, Debate Club",Sustainable Agriculture
557,Student 557,Mathematics,Art Club,"Problem Solving, Artistic, Programming, Public Speaking, Leadership",Los Angeles,Senior,Biology,3.5,"German, Japanese","Volunteer Group, Art Club",Space Exploration
558,Student 558,History,Sports Team,"Artistic, Leadership, Problem Solving, Programming, Data Analysis, Public Speaking",Los Angeles,Senior,Psychology,3.53,"Chinese, Japanese, Spanish, French, German, English","Music Club, Coding Club, Volunteer Group, Sports Team",Nanotechnology
559,Student 559,Biology,Sports Team,"Public Speaking, Data Analysis, Programming, Leadership",New York,Junior,Psychology,3.9,"Japanese, English, French, German, Spanish","Coding Club, Art Club, Volunteer Group, Debate Club, Sports Team",Blockchain Technology
560,Student 560,Psychology,Coding Club,"Public Speaking, Artistic",Los Angeles,Sophomore,History,2.62,"Japanese, German","Music Club, Volunteer Group, Debate Club, Art Club, Sports Team",Blockchain Technology
561,Student 561,Mathematics,Music Club,"Artistic, Leadership, Public Speaking, Programming, Data Analysis",Chicago,Freshman,Biology,2.98,"Spanish, Chinese",Sports Team,Robotics
562,Student 562,Physics,Volunteer Group,"Artistic, Programming, Problem Solving, Leadership, Public Speaking, Data Analysis",Chicago,Senior,Biology,3.16,"Japanese, French, German, English, Chinese, Spanish",Art Club,Environmental Sustainability
563,Student 563,History,Volunteer Group,Data Analysis,San Francisco,Junior,Computer Science,3.02,"Japanese, Spanish, German","Volunteer Group, Debate Club, Coding Club, Art Club, Sports Team",Political Science
564,Student 564,Mathematics,Music Club,"Data Analysis, Public Speaking",New York,Sophomore,History,2.63,"German, Chinese, Japanese, Spanish","Coding Club, Sports Team, Debate Club, Music Club",Healthcare Management
565,Student 565,Biology,Volunteer Group,"Data Analysis, Leadership, Public Speaking, Artistic",New York,Freshman,Physics,2.8,"Japanese, German","Debate Club, Coding Club, Music Club, Sports Team, Art Club, Volunteer Group",Biomedical Engineering
566,Student 566,Biology,Music Club,"Public Speaking, Problem Solving, Programming, Artistic, Data Analysis",Houston,Freshman,Mathematics,3.8,"German, English, French, Chinese, Spanish","Sports Team, Art Club, Music Club",Political Science
567,Student 567,Mathematics,Music Club,"Public Speaking, Programming",New York,Junior,Psychology,2.56,"French, Chinese, English","Debate Club, Music Club, Sports Team, Coding Club",Machine Learning
568,Student 568,Psychology,Sports Team,"Programming, Problem Solving, Data Analysis, Leadership, Artistic, Public Speaking",San Francisco,Graduate,Biology,3.55,"English, Japanese, German, Spanish","Sports Team, Debate Club",Space Exploration
569,Student 569,History,Art Club,Data Analysis,Los Angeles,Senior,Biology,2.95,French,"Volunteer Group, Art Club, Music Club",Astrophysics
570,Student 570,Biology,Coding Club,"Leadership, Data Analysis, Artistic",Chicago,Freshman,Mathematics,2.24,"Chinese, Japanese, French, German, English","Volunteer Group, Art Club, Debate Club, Sports Team, Coding Club, Music Club",Quantum Computing
571,Student 571,Mathematics,Music Club,"Public Speaking, Programming, Artistic",Boston,Senior,History,3.96,"German, Spanish, Chinese, English, French, Japanese","Coding Club, Sports Team",Astrophysics
572,Student 572,Psychology,Debate Club,"Artistic, Data Analysis",San Francisco,Senior,Mathematics,2.82,"German, Chinese, Japanese, French",Debate Club,Astrophysics
573,Student 573,History,Debate Club,"Programming, Artistic, Leadership, Public Speaking, Problem Solving, Data Analysis",Boston,Junior,Mathematics,3.5,"Chinese, Spanish, Japanese","Sports Team, Art Club",Cybersecurity
574,Student 574,Psychology,Debate Club,Leadership,New York,Graduate,Mathematics,3.97,"Spanish, Chinese, French","Music Club, Volunteer Group, Debate Club, Coding Club, Art Club, Sports Team",Social Sciences
575,Student 575,Physics,Coding Club,"Problem Solving, Artistic, Programming, Public Speaking, Data Analysis",New York,Graduate,Psychology,2.89,"Spanish, Japanese","Art Club, Debate Club, Music Club, Sports Team, Coding Club, Volunteer Group",Cognitive Psychology
576,Student 576,Computer Science,Volunteer Group,"Artistic, Problem Solving, Leadership, Public Speaking",Boston,Graduate,Physics,2.9,"French, Spanish, German, English, Chinese","Music Club, Volunteer Group",Blockchain Technology
577,Student 577,Psychology,Art Club,Public Speaking,Boston,Graduate,Physics,3.06,"German, Chinese, Japanese, French, Spanish","Volunteer Group, Debate Club, Music Club, Art Club, Coding Club",Human-Computer Interaction
578,Student 578,Computer Science,Volunteer Group,"Programming, Public Speaking, Artistic, Problem Solving",Boston,Graduate,Biology,3.41,"Spanish, English, Japanese",Volunteer Group,Quantum Computing
579,Student 579,History,Coding Club,"Public Speaking, Programming, Leadership",New York,Senior,History,3.35,"English, Spanish","Volunteer Group, Art Club, Debate Club, Coding Club, Sports Team",Human-Computer Interaction
580,Student 580,Mathematics,Volunteer Group,"Leadership, Problem Solving",Los Angeles,Freshman,History,2.46,"Chinese, English, German","Debate Club, Music Club, Art Club, Coding Club, Volunteer Group",Educational Technology
581,Student 581,Mathematics,Art Club,"Programming, Data Analysis, Artistic, Public Speaking, Problem Solving, Leadership",Houston,Graduate,Biology,2.43,"French, English","Art Club, Coding Club, Sports Team, Volunteer Group",Urban Planning
582,Student 582,Biology,Coding Club,Artistic,Boston,Sophomore,History,3.89,"Spanish, French","Coding Club, Art Club, Debate Club, Sports Team, Volunteer Group, Music Club",Machine Learning
583,Student 583,Mathematics,Sports Team,Artistic,Houston,Junior,Biology,2.79,"English, Spanish, Japanese","Coding Club, Music Club, Sports Team, Art Club, Volunteer Group, Debate Club",Urban Planning
584,Student 584,Physics,Volunteer Group,"Programming, Public Speaking, Data Analysis",San Francisco,Graduate,Physics,2.09,"French, English","Volunteer Group, Coding Club, Debate Club, Sports Team, Art Club",Social Sciences
585,Student 585,Psychology,Coding Club,"Public Speaking, Artistic, Problem Solving, Programming",Los Angeles,Junior,Biology,2.79,"Japanese, Chinese",Coding Club,Cybersecurity
586,Student 586,Physics,Volunteer Group,"Programming, Artistic, Leadership, Public Speaking, Data Analysis",Los Angeles,Freshman,History,3.65,"German, Japanese, Spanish","Coding Club, Art Club, Sports Team, Music Club, Debate Club, Volunteer Group",Data Science
587,Student 587,Mathematics,Art Club,"Programming, Problem Solving",Chicago,Sophomore,Psychology,2.5,"Japanese, English","Volunteer Group, Sports Team, Art Club, Debate Club, Coding Club",Nanotechnology
588,Student 588,Psychology,Music Club,"Leadership, Artistic, Data Analysis",Houston,Graduate,History,2.67,English,"Volunteer Group, Music Club, Debate Club, Sports Team, Coding Club",Bioinformatics
589,Student 589,Biology,Volunteer Group,"Data Analysis, Leadership, Artistic, Programming, Problem Solving, Public Speaking",Houston,Sophomore,Mathematics,2.87,"French, English, Chinese, Japanese","Volunteer Group, Art Club, Music Club, Sports Team",Renewable Energy
590,Student 590,History,Music Club,"Problem Solving, Programming, Leadership, Artistic, Data Analysis, Public Speaking",Boston,Junior,Biology,2.48,"French, Japanese",Music Club,Cybersecurity
591,Student 591,Biology,Volunteer Group,Problem Solving,New York,Sophomore,Mathematics,3.45,"Chinese, German, English, Japanese, French, Spanish","Art Club, Sports Team",Behavioral Economics
592,Student 592,Mathematics,Debate Club,"Problem Solving, Artistic, Public Speaking, Leadership",Chicago,Freshman,Psychology,3.33,"Spanish, Chinese, English, Japanese","Volunteer Group, Debate Club, Art Club",Climate Change
593,Student 593,Biology,Coding Club,"Public Speaking, Leadership, Problem Solving",New York,Sophomore,Physics,3.65,"German, English, French","Debate Club, Coding Club, Art Club, Music Club",Political Science
594,Student 594,History,Music Club,"Artistic, Public Speaking, Problem Solving, Data Analysis",New York,Freshman,Computer Science,2.91,"French, Spanish, English, Chinese, Japanese","Coding Club, Debate Club, Music Club, Art Club, Sports Team, Volunteer Group",Healthcare Management
595,Student 595,Psychology,Volunteer Group,"Public Speaking, Artistic, Problem Solving, Data Analysis, Programming",Houston,Sophomore,Mathematics,3.43,"Japanese, German, French, Spanish, Chinese, English","Coding Club, Sports Team, Art Club, Music Club, Debate Club, Volunteer Group",Data Science
596,Student 596,History,Debate Club,"Artistic, Problem Solving, Programming, Leadership",Boston,Senior,Computer Science,3.92,"German, Chinese, Spanish","Debate Club, Sports Team, Volunteer Group, Music Club",Political Science
597,Student 597,History,Art Club,"Artistic, Leadership, Programming, Public Speaking, Data Analysis, Problem Solving",Boston,Sophomore,Computer Science,3.36,"French, Spanish, German, Japanese, Chinese, English","Coding Club, Art Club, Debate Club, Volunteer Group, Music Club",Behavioral Economics
598,Student 598,History,Music Club,"Leadership, Public Speaking, Programming, Artistic",Houston,Junior,History,2.57,Spanish,Art Club,Data Science
599,Student 599,Computer Science,Music Club,"Problem Solving, Leadership, Programming, Artistic",Houston,Senior,Psychology,2.49,"German, Japanese, Chinese, English, Spanish","Art Club, Volunteer Group, Coding Club, Debate Club, Sports Team, Music Club",Artificial Intelligence
600,Student 600,History,Music Club,"Data Analysis, Programming, Problem Solving",New York,Graduate,Physics,2.8,"Spanish, French","Art Club, Sports Team",Behavioral Economics
601,Student 601,Psychology,Volunteer Group,"Leadership, Public Speaking, Problem Solving, Artistic, Data Analysis",Los Angeles,Graduate,Psychology,2.85,"Chinese, English, French, German",Volunteer Group,Quantum Computing
602,Student 602,History,Sports Team,"Data Analysis, Programming, Public Speaking",Los Angeles,Graduate,Mathematics,3.96,"English, Chinese, Spanish, French","Coding Club, Music Club",Environmental Sustainability
603,Student 603,History,Art Club,"Artistic, Programming, Public Speaking, Data Analysis, Problem Solving, Leadership",Los Angeles,Senior,Computer Science,2.13,German,"Coding Club, Debate Club, Music Club, Volunteer Group, Sports Team, Art Club",Cognitive Psychology
604,Student 604,Physics,Volunteer Group,"Public Speaking, Artistic",Chicago,Sophomore,Physics,2.51,English,"Art Club, Volunteer Group",Machine Learning
605,Student 605,Mathematics,Debate Club,"Programming, Artistic, Leadership",Boston,Junior,Computer Science,3.27,"English, Chinese, Spanish, Japanese, German","Coding Club, Debate Club, Music Club, Art Club, Sports Team, Volunteer Group",Urban Planning
606,Student 606,History,Volunteer Group,"Problem Solving, Artistic",Houston,Freshman,Computer Science,2.69,"Japanese, German, Chinese, Spanish","Art Club, Coding Club, Volunteer Group, Sports Team, Music Club, Debate Club",Urban Planning
607,Student 607,Psychology,Coding Club,"Public Speaking, Programming, Problem Solving, Leadership, Data Analysis, Artistic",Houston,Graduate,Computer Science,2.8,"German, Japanese, French",Volunteer Group,Climate Change
608,Student 608,Physics,Music Club,"Problem Solving, Data Analysis",Houston,Junior,Computer Science,3.04,"French, Chinese, Spanish","Sports Team, Debate Club, Art Club, Coding Club, Music Club, Volunteer Group",Renewable Energy
609,Student 609,History,Music Club,"Public Speaking, Artistic, Data Analysis, Problem Solving, Leadership",San Francisco,Junior,Physics,3.46,"English, Spanish, Chinese, German","Volunteer Group, Debate Club, Coding Club, Sports Team, Art Club",Cybersecurity
610,Student 610,Mathematics,Coding Club,"Public Speaking, Programming, Data Analysis, Leadership, Problem Solving",Los Angeles,Freshman,Computer Science,2.95,"Spanish, German, French","Coding Club, Debate Club, Sports Team, Music Club, Volunteer Group",Healthcare Management
611,Student 611,Computer Science,Coding Club,Artistic,Chicago,Graduate,Physics,3.73,"German, Japanese, English, Spanish, French","Volunteer Group, Music Club",Political Science
612,Student 612,Biology,Sports Team,"Public Speaking, Problem Solving, Data Analysis, Artistic, Leadership, Programming",Los Angeles,Sophomore,Psychology,2.89,"German, Chinese, Spanish, English, Japanese","Coding Club, Volunteer Group, Debate Club",Climate Change
613,Student 613,History,Art Club,"Leadership, Problem Solving, Programming, Data Analysis, Artistic, Public Speaking",San Francisco,Freshman,Biology,2.41,"Chinese, Japanese, English","Coding Club, Volunteer Group, Debate Club",Artificial Intelligence
614,Student 614,Computer Science,Coding Club,"Leadership, Public Speaking",San Francisco,Senior,Mathematics,3.14,"French, Spanish, Chinese, English, Japanese, German","Art Club, Debate Club, Coding Club, Sports Team, Volunteer Group, Music Club",Biomedical Engineering
615,Student 615,Mathematics,Volunteer Group,"Public Speaking, Artistic",New York,Freshman,Psychology,2.04,"Japanese, English, Spanish","Coding Club, Sports Team",Behavioral Economics
616,Student 616,Physics,Debate Club,Programming,Los Angeles,Senior,History,3.39,"English, Spanish",Music Club,Climate Change
617,Student 617,Physics,Art Club,"Artistic, Public Speaking, Data Analysis, Programming",Los Angeles,Freshman,Physics,2.2,"Spanish, English, German, Japanese","Coding Club, Art Club, Volunteer Group, Sports Team",Social Sciences
618,Student 618,History,Sports Team,Data Analysis,Chicago,Junior,Biology,3.32,"Spanish, Chinese, French, Japanese, English, German","Music Club, Sports Team, Art Club, Coding Club, Volunteer Group, Debate Club",Biomedical Engineering
619,Student 619,Computer Science,Coding Club,Programming,Los Angeles,Senior,Computer Science,3.69,"Japanese, French, Chinese, English, German, Spanish","Volunteer Group, Coding Club, Music Club, Sports Team, Debate Club",Astrophysics
620,Student 620,Computer Science,Coding Club,"Programming, Public Speaking",San Francisco,Sophomore,History,3.06,"French, Japanese, Spanish, Chinese","Coding Club, Music Club, Volunteer Group, Art Club, Sports Team",Cognitive Psychology
621,Student 621,Psychology,Volunteer Group,"Data Analysis, Artistic",New York,Senior,Computer Science,2.49,"French, Japanese, Chinese, English, Spanish, German","Volunteer Group, Art Club, Sports Team",Cybersecurity
622,Student 622,Biology,Coding Club,"Programming, Data Analysis, Public Speaking, Leadership, Artistic, Problem Solving",Los Angeles,Sophomore,Mathematics,3.43,"German, French, Chinese, Spanish","Art Club, Debate Club",Social Sciences
623,Student 623,Computer Science,Volunteer Group,"Public Speaking, Problem Solving, Artistic, Programming",San Francisco,Freshman,Mathematics,3.81,"Chinese, Japanese, French","Music Club, Coding Club, Art Club",Data Science
624,Student 624,Biology,Volunteer Group,"Problem Solving, Public Speaking, Artistic, Data Analysis, Programming",New York,Junior,Mathematics,3.33,"Chinese, German","Volunteer Group, Art Club, Debate Club, Sports Team, Music Club",Robotics
625,Student 625,Biology,Coding Club,"Data Analysis, Programming",San Francisco,Graduate,Biology,3.52,German,"Coding Club, Volunteer Group, Debate Club, Music Club",Machine Learning
626,Student 626,History,Sports Team,Artistic,Boston,Senior,History,2.76,"Spanish, Chinese, Japanese, English, French","Sports Team, Debate Club",Bioinformatics
627,Student 627,Biology,Art Club,Leadership,Los Angeles,Freshman,Computer Science,3.75,"English, French, Japanese, Spanish","Debate Club, Music Club, Volunteer Group, Sports Team",Biomedical Engineering
628,Student 628,Computer Science,Art Club,"Artistic, Problem Solving, Programming",Los Angeles,Freshman,Psychology,2.71,"Japanese, English, Spanish","Volunteer Group, Art Club, Music Club, Sports Team, Debate Club, Coding Club",Healthcare Management
629,Student 629,Physics,Volunteer Group,Leadership,Los Angeles,Junior,Physics,2.13,"Chinese, Japanese","Music Club, Sports Team, Coding Club, Art Club",Robotics
630,Student 630,Physics,Volunteer Group,"Leadership, Data Analysis, Artistic",San Francisco,Freshman,Physics,2.95,"Spanish, German, English","Debate Club, Coding Club",Natural Language Processing
631,Student 631,History,Coding Club,"Programming, Leadership, Artistic, Data Analysis, Public Speaking, Problem Solving",New York,Freshman,Mathematics,2.24,"Japanese, Spanish, English","Debate Club, Music Club, Volunteer Group",Astrophysics
632,Student 632,Psychology,Music Club,"Public Speaking, Artistic, Programming",Houston,Senior,Biology,3.93,"Chinese, English, Spanish, French, German, Japanese","Debate Club, Volunteer Group, Art Club, Sports Team, Music Club, Coding Club",Sustainable Agriculture
633,Student 633,History,Coding Club,"Public Speaking, Data Analysis, Artistic, Problem Solving, Programming, Leadership",Los Angeles,Graduate,Psychology,3.52,German,Volunteer Group,Blockchain Technology
634,Student 634,Biology,Music Club,"Data Analysis, Leadership",Los Angeles,Freshman,History,3.69,"English, Japanese, German, Spanish, Chinese, French","Volunteer Group, Debate Club",Political Science
635,Student 635,Biology,Coding Club,"Problem Solving, Programming, Leadership, Public Speaking",San Francisco,Graduate,Computer Science,3.15,"Spanish, English, French, Japanese, German","Music Club, Volunteer Group",Natural Language Processing
636,Student 636,Psychology,Debate Club,"Programming, Public Speaking, Leadership",Houston,Graduate,Psychology,2.71,Spanish,"Coding Club, Debate Club, Sports Team",Space Exploration
637,Student 637,Physics,Volunteer Group,"Public Speaking, Problem Solving, Artistic",Boston,Freshman,History,2.19,English,"Debate Club, Coding Club, Music Club, Volunteer Group",Cognitive Psychology
638,Student 638,Psychology,Sports Team,Leadership,New York,Sophomore,Psychology,3.46,"English, French, Chinese, German, Japanese","Sports Team, Music Club, Volunteer Group, Coding Club, Debate Club",Healthcare Management
639,Student 639,Mathematics,Volunteer Group,"Programming, Problem Solving, Data Analysis",Houston,Senior,Physics,2.71,"Spanish, Chinese, German, French","Coding Club, Debate Club, Volunteer Group, Art Club, Music Club, Sports Team",Urban Planning
640,Student 640,Physics,Art Club,Artistic,Boston,Sophomore,Mathematics,3.42,"Chinese, German","Sports Team, Debate Club",Quantum Computing
641,Student 641,Mathematics,Sports Team,"Artistic, Data Analysis, Programming",New York,Junior,Mathematics,3.61,Spanish,"Sports Team, Volunteer Group, Debate Club",Sustainable Agriculture
642,Student 642,Physics,Art Club,"Problem Solving, Data Analysis, Leadership",Boston,Senior,Psychology,2.78,Japanese,"Sports Team, Art Club, Coding Club, Volunteer Group, Debate Club",Renewable Energy
643,Student 643,Biology,Music Club,"Public Speaking, Data Analysis, Programming, Leadership",Chicago,Graduate,Mathematics,3.64,"French, German",Music Club,Blockchain Technology
644,Student 644,Physics,Debate Club,"Programming, Public Speaking, Problem Solving, Data Analysis",Los Angeles,Sophomore,Psychology,3.83,English,"Coding Club, Debate Club, Sports Team, Art Club",Behavioral Economics
645,Student 645,Psychology,Art Club,"Data Analysis, Artistic, Leadership, Problem Solving, Public Speaking, Programming",Boston,Senior,Biology,3.55,"Chinese, English, Spanish, Japanese, German, French",Sports Team,Quantum Computing
646,Student 646,Physics,Art Club,"Problem Solving, Artistic, Leadership, Programming, Data Analysis, Public Speaking",Los Angeles,Graduate,Physics,2.08,English,"Music Club, Volunteer Group",Nanotechnology
647,Student 647,Computer Science,Art Club,"Data Analysis, Leadership, Programming, Public Speaking, Problem Solving",San Francisco,Senior,Mathematics,3.81,"Chinese, French, German","Art Club, Coding Club",Data Science
648,Student 648,Psychology,Music Club,"Problem Solving, Programming, Data Analysis, Public Speaking, Leadership, Artistic",Houston,Graduate,Physics,2.21,"Japanese, Spanish","Coding Club, Sports Team",Cybersecurity
649,Student 649,Computer Science,Music Club,"Leadership, Data Analysis, Programming, Problem Solving, Artistic, Public Speaking",Houston,Sophomore,Physics,2.01,"Japanese, Spanish, Chinese, German","Sports Team, Music Club, Coding Club, Art Club, Debate Club",Renewable Energy
650,Student 650,Biology,Music Club,Leadership,Los Angeles,Sophomore,History,3.74,"Japanese, English","Art Club, Music Club, Coding Club, Volunteer Group, Sports Team, Debate Club",Environmental Sustainability
651,Student 651,History,Music Club,"Leadership, Programming, Problem Solving, Public Speaking, Artistic",Chicago,Senior,History,3.31,"Spanish, Chinese, German, French","Debate Club, Music Club, Coding Club, Art Club",Human-Computer Interaction
652,Student 652,Computer Science,Coding Club,"Data Analysis, Public Speaking, Artistic, Programming",San Francisco,Senior,Physics,2.61,"German, Spanish, English","Music Club, Coding Club, Art Club, Volunteer Group, Sports Team, Debate Club",Natural Language Processing
653,Student 653,Mathematics,Debate Club,"Artistic, Public Speaking, Data Analysis, Problem Solving, Programming, Leadership",Boston,Junior,History,2.47,"Japanese, French",Debate Club,Cybersecurity
654,Student 654,Mathematics,Sports Team,"Artistic, Data Analysis",San Francisco,Senior,Biology,2.14,"French, English","Music Club, Coding Club, Art Club",Sustainable Agriculture
655,Student 655,Mathematics,Music Club,"Data Analysis, Artistic, Public Speaking, Problem Solving, Leadership, Programming",New York,Junior,History,2.51,"Chinese, French","Music Club, Volunteer Group, Sports Team, Coding Club, Debate Club, Art Club",Natural Language Processing
656,Student 656,Physics,Debate Club,"Artistic, Problem Solving, Public Speaking, Data Analysis, Programming",Houston,Senior,Computer Science,2.4,"English, German, French, Japanese, Spanish",Music Club,Behavioral Economics
657,Student 657,Mathematics,Volunteer Group,"Programming, Public Speaking",San Francisco,Junior,Psychology,3.96,"English, German, French, Japanese","Music Club, Sports Team, Debate Club, Volunteer Group, Art Club, Coding Club",Artificial Intelligence
658,Student 658,History,Music Club,"Data Analysis, Problem Solving",Houston,Freshman,Psychology,2.08,"English, Chinese, Spanish","Coding Club, Art Club, Volunteer Group, Sports Team, Music Club",Environmental Sustainability
659,Student 659,History,Art Club,"Leadership, Artistic, Problem Solving",Boston,Sophomore,Psychology,2.8,"French, Spanish",Coding Club,Climate Change
660,Student 660,Computer Science,Art Club,"Leadership, Programming, Public Speaking, Data Analysis, Artistic, Problem Solving",New York,Graduate,Biology,3.38,"French, Japanese","Debate Club, Sports Team",Sustainable Agriculture
